add_id,rooms,address,square_m2,parking,price,repair,metro,time_to_metro,time_on_foot,flat_floor,house_floors,house_type,balcony,windows,bathroom,with_children/animals,name_of_the_RC,house_series,ceiling_height_m,elevator,garbage_chute,furniture_rooms,furniture_kitchen,the_internet,tv
273729900,4,1269,182.2,3,600000.0,1,139,9,True,5,5,3,0,2,1,0,1083,363,3.2,3,2,1,1,0,1
272186859,3,1038,130.0,3,750000.0,1,213,5,True,2,8,5,0,3,1,1,957,363,2.98,1,2,1,1,1,1
274790790,4,1269,182.0,3,600000.0,1,253,12,True,5,5,9,0,3,2,3,1083,363,2.98,3,2,1,1,0,1
274242716,3,1038,130.0,3,750000.0,1,253,4,True,2,8,9,0,3,2,0,956,363,2.98,3,2,1,1,1,1
273682258,4,1166,140.0,4,500000.0,3,139,5,True,3,6,3,0,0,1,0,1083,363,3.0,1,1,1,1,1,1
235070001,3,30,225.0,3,400000.0,1,141,4,True,55,86,9,0,3,1,3,1083,363,2.98,3,1,1,1,1,1
272383949,3,5625,107.0,5,650000.0,1,167,10,True,4,8,4,0,2,1,3,1083,363,2.8,1,1,1,1,1,1
273928898,5,5648,195.0,3,250000.0,2,267,5,True,5,7,10,1,2,1,1,1083,363,3.2,1,0,1,1,1,1
274930259,3,2838,140.0,3,450000.0,1,243,9,True,6,7,9,0,3,2,3,1083,363,2.98,3,2,1,1,0,1
271909786,4,1269,182.0,4,600000.0,1,139,15,True,5,5,10,0,0,1,0,1083,363,3.4,3,0,1,1,1,1
272571126,4,1269,120.0,3,170000.0,2,139,15,True,4,5,6,1,3,0,0,1083,363,2.98,3,2,1,1,1,1
274884582,2,33,61.0,5,260000.0,2,54,7,True,23,78,5,0,3,1,3,113,363,2.98,1,2,1,1,1,1
273235922,4,752,153.0,2,300000.0,2,288,5,True,3,7,9,1,2,1,1,1083,363,3.2,1,2,1,1,1,1
266307414,3,1113,111.0,5,310000.0,2,22,5,True,3,10,4,0,0,1,3,1031,363,3.3,2,0,1,1,1,1
194229793,3,233,150.0,5,350000.0,1,169,7,True,14,24,5,1,1,1,1,635,363,2.98,2,1,1,1,1,1
268272111,3,2561,150.0,3,400000.0,2,117,16,True,3,8,3,0,0,1,1,394,363,2.98,3,2,1,1,1,1
272291391,3,1113,120.0,5,400000.0,2,22,3,True,9,9,4,2,2,1,0,1031,363,4.0,2,1,1,1,1,1
273958667,3,2839,140.0,4,450000.0,1,243,8,True,6,6,4,1,0,1,3,29,363,3.0,1,1,1,1,1,1
273689431,5,5648,177.0,3,500000.0,2,288,4,True,3,6,9,1,2,1,1,1083,363,3.2,1,2,1,1,1,1
274444176,5,10901,250.0,3,1100000.0,1,188,9,True,3,5,9,0,3,2,0,1083,363,2.98,3,2,0,0,0,1
272478918,4,1269,120.0,4,170000.0,3,139,15,True,4,5,10,1,2,1,0,1083,363,3.2,3,0,1,1,1,1
274943020,3,11369,135.0,3,210000.0,1,180,10,True,13,19,9,2,3,2,3,937,363,2.98,3,2,1,1,0,1
264753591,3,5933,150.0,5,230000.0,3,139,3,True,5,9,3,0,0,1,3,1083,363,2.98,1,2,1,1,0,1
274826309,1,5977,70.0,5,250000.0,2,276,3,True,11,11,4,0,0,1,1,888,363,2.98,3,2,1,1,1,1
274581539,2,29,79.3,5,290000.0,1,65,4,True,54,75,9,0,3,1,0,640,363,3.5,2,2,1,1,0,1
272930739,4,2424,158.0,5,300000.0,2,188,4,True,5,6,9,1,2,1,1,372,363,3.2,1,2,1,1,1,1
273918992,4,752,153.0,3,300000.0,2,288,10,True,3,6,10,1,2,1,1,1083,363,3.2,1,0,1,1,1,0
274238852,2,31,82.0,3,300000.0,1,141,3,True,26,85,5,0,1,1,3,620,363,2.98,1,1,1,1,1,1
268229785,3,2561,150.0,5,400000.0,2,93,15,True,3,10,5,1,0,1,1,394,363,3.0,2,0,1,1,1,1
274263170,4,6939,220.0,3,500000.0,1,184,8,True,2,4,9,0,3,2,1,1083,363,2.98,3,2,1,1,1,1
272079250,2,2423,83.0,5,145000.0,2,17,10,True,12,17,3,0,0,1,3,1083,363,3.0,2,0,1,1,1,1
272394213,3,6900,70.0,3,145000.0,1,250,11,True,6,19,5,0,0,1,1,299,363,2.98,1,2,1,1,1,1
270052937,3,11369,135.0,3,220000.0,2,290,8,True,13,14,9,1,0,1,1,938,363,2.98,1,2,1,1,1,1
271871058,4,6412,140.0,2,230000.0,2,237,8,True,5,6,9,1,2,1,1,1083,363,3.2,1,2,1,1,1,1
228502901,2,30,110.0,3,229000.0,1,141,4,True,35,86,9,0,3,1,1,1083,363,2.98,3,1,1,1,1,1
274094218,3,4188,210.0,3,290000.0,1,105,10,True,2,3,9,0,2,1,1,99,363,3.2,1,2,0,1,1,1
274198368,4,11271,125.0,2,350000.0,2,139,8,True,4,7,9,0,2,1,0,1083,363,3.2,1,2,1,1,1,1
269537877,3,331,158.0,4,350000.0,1,262,5,True,3,4,4,0,0,1,3,481,363,4.0,1,1,1,0,1,1
272861735,3,1113,140.0,5,375000.0,1,139,9,True,4,10,9,1,2,1,1,1031,363,3.2,1,2,1,1,1,1
272270993,4,6939,220.0,4,500000.0,1,113,8,True,2,4,10,0,2,1,1,1083,363,3.0,3,1,1,1,1,1
274847729,4,3565,250.0,5,670000.0,1,139,7,True,7,8,4,0,2,1,0,1083,363,3.1,2,1,1,1,1,1
273740014,5,10901,250.0,4,1100000.0,1,188,9,True,3,5,10,0,2,1,0,1083,363,3.8,1,1,1,1,1,1
273358944,5,3775,305.0,3,1300000.0,1,109,11,True,5,6,9,0,3,2,3,668,363,2.98,3,2,1,1,0,1
274270529,6,1423,358.0,3,3000000.0,1,188,10,True,1,6,3,1,2,1,1,268,363,2.98,1,2,1,1,1,1
274955313,2,6258,66.0,3,100000.0,1,105,1,True,6,6,9,1,3,2,2,1083,363,2.98,3,2,1,1,0,1
271775541,3,6900,70.0,5,145000.0,1,250,9,True,7,19,5,0,0,1,1,298,363,3.0,2,1,1,1,1,1
273401406,4,10271,120.0,2,160000.0,1,93,2,True,3,4,3,1,3,1,1,1083,363,2.98,3,0,1,1,1,1
271459434,3,2184,75.0,2,190000.0,2,139,5,True,4,10,9,1,2,1,1,1083,363,3.2,1,2,0,1,1,1
270933508,5,10420,131.0,4,195000.0,2,288,10,True,5,6,10,0,0,1,1,1083,363,3.0,1,0,0,1,1,0
273973197,3,6900,89.0,5,200000.0,1,250,9,True,3,19,5,0,0,1,1,298,363,3.0,2,1,1,1,1,1
273450176,4,4024,130.0,3,235000.0,2,12,5,True,5,7,9,0,3,1,1,1083,363,2.98,1,2,1,1,1,1
273653589,4,3565,137.0,5,250000.0,2,253,7,True,3,8,4,1,3,0,3,1083,363,2.98,1,0,1,1,1,1
273955059,1,5977,70.0,5,250000.0,1,276,5,True,11,12,4,0,2,1,3,887,363,3.5,2,1,1,1,1,1
273141607,2,3528,60.0,3,280000.0,1,253,9,True,3,4,5,0,1,1,1,622,363,2.98,3,2,1,1,1,1
272707253,4,10235,130.0,5,320000.0,2,206,3,True,5,10,4,1,3,0,0,781,363,2.98,1,0,1,1,1,1
273316231,4,6886,208.0,2,400000.0,1,184,5,True,5,7,7,0,2,1,1,1083,363,3.2,1,0,1,1,1,1
271305623,3,4027,122.0,3,570000.0,1,132,3,True,2,5,9,0,3,2,3,139,363,2.98,3,2,1,1,0,1
272947106,4,1269,182.0,3,600000.0,2,17,13,True,5,5,9,0,0,1,0,1083,363,2.98,3,2,1,1,0,1
274985294,4,3565,250.0,3,670000.0,1,253,8,True,6,7,9,0,3,2,3,1083,363,2.98,3,2,1,1,0,1
271846065,5,3775,300.0,3,1300000.0,1,188,9,True,5,6,9,1,2,1,1,669,363,2.98,1,2,1,1,1,1
270987269,4,6942,340.0,3,2500000.0,1,188,7,True,2,8,5,1,0,1,1,801,363,2.98,1,2,1,1,1,1
274748024,3,11047,100.0,3,190000.0,2,109,10,True,5,12,9,0,2,1,0,1083,363,3.2,1,2,1,1,1,1
274749221,2,33,65.0,3,199999.0,1,258,4,True,50,78,5,0,3,1,1,114,363,2.98,3,2,1,1,1,1
274389708,3,6900,90.0,5,200000.0,2,105,15,True,14,19,5,0,1,1,0,298,363,2.9,2,0,1,1,1,1
270579128,4,4024,140.0,2,225000.0,1,12,5,True,5,7,9,1,2,1,1,1083,363,2.98,1,2,1,1,1,1
273357878,4,6886,208.0,3,400000.0,2,184,10,True,5,8,9,0,0,1,3,1083,363,2.98,1,2,0,1,0,1
243671527,3,11047,60.0,4,200000.0,2,109,15,True,10,10,7,1,2,1,0,1083,363,3.2,1,0,1,1,1,1
271805142,2,6885,125.0,3,390000.0,2,287,8,True,8,8,9,1,3,2,3,264,363,2.98,1,2,1,1,0,1
262715777,4,1113,132.0,3,450000.0,2,22,3,True,6,10,5,1,2,1,1,1031,363,2.98,3,2,1,1,1,1
266776436,3,10717,140.0,5,500000.0,1,109,9,True,2,7,4,0,2,1,0,1083,363,3.0,1,0,1,1,1,1
274785890,4,5937,275.0,3,650000.0,1,253,9,True,5,5,9,1,3,2,3,1083,363,2.98,3,2,0,1,0,0
274641953,1,1752,38.0,3,50000.0,2,210,5,True,6,8,3,0,3,0,1,1083,363,2.98,1,0,1,1,1,0
273122824,2,6900,45.0,5,130000.0,1,250,9,True,11,19,5,0,1,1,1,298,363,3.0,2,1,1,1,1,1
271776675,2,10235,70.0,5,170000.0,2,206,2,True,4,10,5,1,1,1,3,781,363,2.98,1,2,1,1,1,1
270989418,3,2970,121.4,3,180000.0,1,169,10,True,11,19,5,1,0,0,3,582,363,2.98,3,2,1,1,0,1
274083577,4,6900,100.0,3,199000.0,1,97,13,True,16,19,9,0,3,2,1,298,363,2.98,3,2,1,1,0,1
272281971,3,6935,140.0,3,215000.0,2,237,7,True,6,9,6,1,0,1,1,1083,363,3.2,1,1,1,1,1,1
270244639,3,3583,100.0,2,220000.0,2,93,8,True,3,4,9,0,2,1,3,1083,363,3.2,1,2,1,1,1,1
272599878,5,11088,190.0,2,225000.0,2,93,2,True,2,6,9,0,2,1,1,1083,363,3.2,1,2,1,1,1,1
272863920,3,11254,102.0,5,260000.0,2,276,6,True,6,11,5,1,3,0,3,1000,363,2.98,1,0,0,1,1,1
274544926,5,3824,286.0,3,300000.0,2,244,2,True,8,8,3,1,3,1,3,1083,363,2.98,3,2,1,1,1,1
272033056,4,3566,150.0,3,320000.0,2,288,8,True,3,4,9,0,3,1,1,1083,363,2.98,3,2,1,1,1,1
274735847,3,33,99.0,3,349999.0,1,258,4,True,55,78,5,0,1,1,1,114,363,2.98,3,2,1,1,1,1
274093443,3,262,102.0,3,370000.0,1,271,10,True,3,18,9,0,3,2,3,863,363,2.98,3,2,1,1,0,1
274064218,3,6865,220.0,3,400000.0,1,65,2,True,40,75,5,0,3,1,1,330,363,2.98,1,2,1,1,1,1
274511779,4,1113,149.0,3,420000.0,1,22,6,True,4,9,9,1,3,2,0,1031,363,2.98,3,2,1,1,0,1
273152872,4,5937,241.0,4,650000.0,3,26,20,True,5,5,10,1,2,1,1,1083,363,3.2,1,0,0,1,1,0
269582874,3,1038,127.0,3,750000.0,4,213,4,True,2,8,9,0,3,0,1,956,363,3.1,3,0,1,1,1,1
273813124,5,10901,245.9,3,1100000.0,2,188,6,False,3,5,9,0,3,1,1,1083,363,2.98,3,2,1,1,1,1
274833606,1,1752,40.0,2,55000.0,2,108,3,True,6,8,3,1,0,0,1,1083,363,2.98,1,0,1,1,1,1
274830873,1,2982,40.0,2,60000.0,1,252,7,True,6,9,0,2,0,1,1,1083,363,2.64,1,0,1,1,1,1
274934433,3,1818,63.0,3,110000.0,2,213,5,True,8,14,9,1,2,1,1,1083,363,3.2,1,2,1,1,1,1
274922414,3,11424,90.0,2,110000.0,3,139,5,True,3,5,3,1,0,1,1,1083,363,2.98,1,0,1,1,1,1
272724748,2,1864,40.0,3,140000.0,4,17,15,True,2,6,9,0,0,0,3,1083,363,2.98,3,0,1,1,1,1
271253843,4,10271,120.0,3,160000.0,2,93,6,True,3,4,9,0,0,1,3,1083,363,2.98,3,2,1,1,1,1
271994637,2,10235,75.0,3,170000.0,1,206,4,True,4,10,9,1,1,2,3,781,363,2.98,1,2,1,1,1,1
274918380,2,31,80.0,5,179900.0,1,65,2,True,24,85,5,0,3,1,1,620,363,2.98,1,2,1,1,1,1
271486984,3,2184,75.0,3,190000.0,4,139,6,True,4,10,3,1,3,0,1,1083,363,3.0,3,0,1,1,1,1
272087756,4,6900,101.0,5,199000.0,2,250,9,True,16,19,4,0,0,1,1,298,363,3.3,2,0,1,1,1,0
273975170,3,11047,90.0,4,200000.0,3,206,15,True,8,12,7,1,1,1,1,1083,363,3.3,1,1,1,1,1,1
274760761,4,9891,180.0,3,215000.0,2,271,12,True,7,14,3,1,2,1,1,526,363,2.98,1,2,1,1,1,1
273006386,2,33,60.0,2,220000.0,1,54,3,True,40,68,5,0,3,0,1,114,363,3.2,1,2,1,1,1,1
271037442,4,4024,136.0,5,225000.0,1,12,4,True,6,7,5,1,1,1,0,1083,363,2.98,3,2,1,1,0,1
270266590,2,31,85.0,3,230000.0,4,54,1,True,12,85,5,0,3,0,1,619,363,4.0,1,0,1,1,1,1
269363678,3,6910,158.0,5,230000.0,2,117,6,True,4,7,9,1,2,1,1,1083,363,3.2,1,2,1,1,1,1
274020530,4,3565,125.0,3,250000.0,2,139,5,True,3,7,9,2,3,1,1,1083,363,2.98,3,2,1,1,1,1
273785165,4,3821,206.0,2,250000.0,2,267,5,True,3,6,9,0,2,1,1,1083,363,3.2,1,2,1,1,1,1
274970842,1,4094,30.0,3,60000.0,1,68,9,True,11,47,5,0,3,2,3,886,363,2.98,2,1,1,1,1,1
274410807,3,5511,62.0,5,115000.0,2,68,16,True,11,12,5,1,3,2,3,1043,363,2.98,2,1,1,1,1,1
274486348,1,1554,38.0,2,30000.0,3,228,12,True,2,12,6,0,0,0,1,1083,363,2.64,1,0,1,1,1,1
202659572,2,6472,42.0,3,49900.0,1,137,3,True,10,14,0,2,1,1,0,1083,363,2.64,1,0,1,1,1,1
274917101,2,4335,45.0,3,55000.0,2,72,9,True,4,9,6,1,3,1,1,1083,363,2.64,1,0,1,1,1,0
274964376,2,5971,50.0,3,55000.0,2,142,10,True,4,9,3,1,0,1,1,1083,363,2.64,1,0,1,1,1,1
274916309,1,1127,40.0,2,50000.0,2,275,10,True,16,17,6,1,0,1,0,1083,363,2.98,2,0,1,1,1,1
274918351,2,4096,40.0,5,85000.0,1,68,10,True,27,46,9,0,0,1,1,885,363,2.98,2,0,1,1,1,1
274908321,1,5422,19.9,2,34800.0,2,32,7,False,6,11,5,0,1,1,0,57,363,2.9,2,2,1,1,1,0
274862005,1,4362,36.2,2,42000.0,2,183,20,True,10,24,5,0,0,1,0,57,363,2.7,2,2,1,1,0,1
274899304,1,9943,35.0,3,50000.0,2,39,12,True,1,5,3,0,0,1,1,1083,363,2.77,3,2,1,1,1,1
274686557,1,4362,37.7,3,55000.0,2,183,20,True,16,20,5,0,0,1,0,57,363,2.7,2,2,0,1,1,1
274943489,2,5512,40.0,2,65000.0,2,68,10,True,13,14,9,0,0,1,1,1042,363,2.98,2,2,1,1,1,1
273724220,2,4351,72.0,5,125000.0,1,142,17,True,3,18,5,1,0,1,1,1083,363,2.98,2,0,1,1,1,1
274920531,1,6474,20.0,2,38000.0,1,137,12,True,2,10,5,0,0,1,0,545,363,2.98,3,0,1,1,1,1
274932200,1,10023,30.0,2,40000.0,2,221,5,False,12,22,9,0,3,2,0,715,363,2.98,2,0,1,1,1,1
274901663,1,10843,40.0,2,40000.0,2,25,7,True,1,12,6,0,1,0,1,1083,363,2.64,1,0,1,1,1,1
274927133,1,3558,36.0,3,45000.0,2,6,10,True,1,14,3,2,0,2,0,1083,363,2.7,1,0,1,1,1,1
274785912,1,108,35.0,2,45000.0,2,39,10,True,4,5,3,1,0,1,1,1083,363,2.98,3,0,1,1,1,1
274824426,1,967,32.0,2,48000.0,2,32,20,True,10,19,5,0,0,1,1,57,363,2.98,2,0,1,1,1,1
274979477,1,10467,42.0,2,50000.0,2,261,7,True,10,12,0,1,0,1,1,1083,363,2.64,1,0,1,1,1,1
274970409,2,8747,45.0,3,55000.0,2,137,7,True,2,5,6,1,0,1,1,1083,363,2.98,3,2,1,1,1,1
273493072,2,9826,53.0,3,55000.0,1,14,14,True,10,18,5,0,0,2,0,478,363,2.98,1,0,1,1,1,1
274848573,2,4071,45.0,2,58000.0,2,6,2,True,8,12,3,1,0,1,1,1083,363,2.98,2,0,1,1,1,1
274931485,2,3130,45.0,5,60000.0,2,32,5,True,4,15,5,1,0,1,0,1083,363,2.98,2,0,1,1,1,1
274924110,3,4803,80.0,2,60000.0,2,140,10,True,7,22,5,1,0,0,1,1083,363,2.64,2,0,1,1,1,1
274900993,2,11477,53.0,2,63000.0,2,196,5,True,8,14,0,1,0,0,1,1083,363,2.48,2,0,1,1,1,1
274943297,2,4197,60.0,2,65000.0,2,142,10,True,10,17,6,1,0,1,0,1083,363,2.98,2,0,1,1,1,1
274828207,3,8969,80.0,2,65000.0,2,271,1,True,2,8,3,1,0,2,1,1083,363,2.98,1,0,1,1,1,1
274476580,3,5881,70.0,2,70000.0,2,140,12,True,5,21,9,0,0,1,1,765,363,2.98,2,0,1,1,1,1
274917473,1,6480,20.0,2,37000.0,1,37,16,True,6,7,9,0,0,1,1,1083,363,2.98,3,0,1,1,1,1
274618039,1,1132,40.0,2,38000.0,2,6,10,True,1,12,0,0,0,1,1,1083,363,2.64,1,0,1,1,1,1
274588178,1,4094,35.0,2,54990.0,1,68,10,True,11,47,5,0,0,2,1,886,363,2.98,2,0,1,1,1,1
274862040,2,5512,40.0,2,60000.0,2,68,20,True,4,17,5,1,0,1,0,1043,363,2.7,2,2,1,1,0,0
274961429,2,5509,40.0,2,60000.0,2,225,14,True,10,14,5,0,0,1,1,1042,363,2.98,2,0,1,1,1,1
274908350,2,5507,41.0,2,70000.0,2,68,20,True,14,14,6,0,0,1,0,1043,363,2.7,2,2,1,1,1,0
274932511,3,390,75.0,3,75000.0,2,6,4,True,6,17,6,1,2,0,1,202,363,2.74,1,0,1,1,1,0
272898178,1,3552,44.3,5,85000.0,1,6,15,True,9,21,5,2,1,1,3,0,347,3.0,2,2,1,1,1,1
274453308,1,6984,40.0,2,35000.0,3,228,3,True,6,17,6,1,0,1,1,1083,363,2.64,2,0,1,1,1,1
274902340,1,2290,37.0,3,47000.0,4,39,7,True,5,9,0,1,0,1,0,1083,86,2.5,1,2,1,0,1,0
274537122,2,1,60.0,2,48000.0,2,32,8,True,8,13,6,2,0,1,1,1083,363,2.98,2,0,1,1,1,1
274918129,2,1007,50.0,2,50000.0,2,25,5,True,4,20,9,0,0,0,1,240,363,2.98,2,0,1,1,1,1
274232090,2,5880,40.0,2,53000.0,2,140,12,True,6,24,5,0,0,1,0,766,363,2.98,2,0,1,1,1,1
274564690,2,2273,60.0,2,55000.0,2,140,4,True,22,25,5,1,0,1,1,1083,363,2.98,2,0,1,1,1,1
274922661,2,9864,60.0,2,55000.0,2,275,6,True,9,20,6,2,0,0,1,1083,363,2.64,2,0,1,1,1,1
274897055,2,11040,65.0,2,55000.0,2,228,6,True,5,17,6,2,0,1,1,1083,363,2.98,2,0,1,1,1,1
274924260,4,4803,105.0,2,70000.0,2,140,10,True,7,22,5,1,0,0,1,1083,363,2.64,2,0,1,1,1,1
270039753,2,8967,60.0,2,75000.0,2,39,10,True,2,22,6,2,0,1,0,1083,363,2.64,1,0,1,1,1,1
271582418,3,7232,84.0,3,80000.0,2,6,4,True,4,10,9,0,0,2,3,1083,363,2.98,1,2,1,1,1,1
274981046,2,3552,65.0,5,95000.0,1,39,13,True,11,19,5,0,3,1,0,0,363,3.0,2,2,1,1,1,1
274253322,1,5423,37.0,3,55000.0,4,32,14,True,4,11,5,0,3,2,3,57,363,2.98,3,2,0,0,0,0
274970207,1,1348,20.0,2,27000.0,2,178,10,True,8,14,5,0,0,1,2,1083,363,2.98,2,0,1,1,1,1
274970516,1,1348,20.0,2,27000.0,2,178,10,True,8,14,5,0,0,1,2,1083,363,2.98,2,0,1,1,1,1
271754063,1,2504,34.0,3,35000.0,4,14,7,False,3,14,3,1,0,1,0,1083,168,2.7,2,2,1,0,1,0
274661002,1,9901,30.0,2,35000.0,2,14,22,True,9,22,5,0,1,1,1,1083,363,2.98,2,0,1,1,1,1
274915786,1,2290,35.0,3,45000.0,3,39,7,True,5,9,0,2,3,1,0,1083,363,2.64,1,0,1,1,1,0
274780839,1,1854,20.0,2,45000.0,4,178,3,True,2,5,3,0,3,1,3,226,350,2.98,2,2,1,0,1,0
274884181,1,9060,39.0,3,45000.0,4,228,8,True,8,12,6,2,3,0,2,1083,302,2.98,3,2,0,0,1,0
273687193,2,4351,72.0,5,125000.0,2,72,6,True,3,18,4,0,0,0,3,1083,363,2.98,3,2,1,1,1,1
274215265,3,6245,82.0,2,140000.0,4,39,15,True,13,17,6,2,0,1,3,1083,297,2.98,3,2,1,0,1,0
274908318,1,8963,30.0,2,34500.0,2,275,15,True,3,5,3,1,0,1,1,1083,363,2.6,3,2,1,1,0,0
274655961,1,1851,20.0,2,35000.0,1,178,5,True,2,5,9,0,0,1,0,1083,363,2.98,3,0,1,1,1,1
273690665,1,3129,38.0,3,35000.0,3,32,7,True,1,9,6,0,3,2,0,1083,363,2.64,1,0,1,1,1,1
274981840,1,6315,39.0,3,36000.0,3,8,11,True,2,12,6,0,0,0,0,1083,363,2.64,2,1,1,1,0,0
274815843,2,9907,49.8,2,38200.0,2,14,17,True,2,5,3,0,0,1,1,1083,363,3.0,3,2,1,1,1,0
274159336,1,4475,42.0,2,39000.0,3,14,14,True,15,21,6,1,0,0,0,1083,363,2.98,1,0,1,1,1,0
274767972,1,5506,37.0,2,41900.0,2,225,15,True,1,14,6,0,0,1,1,1083,363,3.6,2,2,0,0,0,0
273007230,3,5715,58.0,3,43000.0,3,140,4,False,7,9,9,1,0,0,1,1083,363,2.64,1,0,1,1,1,1
274881406,2,3805,44.0,2,45000.0,3,8,10,True,2,9,6,0,0,0,0,1083,363,2.4,1,2,1,1,1,1
274851504,1,1854,25.0,2,45000.0,2,178,2,True,2,5,9,0,0,1,1,1083,363,2.98,2,2,1,1,1,1
274985090,2,6687,40.0,3,45000.0,1,140,5,False,8,12,6,2,0,0,1,1083,363,2.64,1,0,1,1,0,0
274637020,1,9060,39.0,3,45000.0,3,228,8,True,8,12,6,2,3,0,1,1083,363,2.64,1,0,1,1,1,1
274761457,1,5880,45.0,3,45000.0,1,140,5,False,4,12,5,2,3,1,3,766,363,2.98,3,2,1,1,1,1
274878015,2,5873,37.9,3,46800.0,3,140,15,False,3,12,6,1,0,0,1,1083,363,2.4,1,2,1,1,0,0
274624041,1,5700,40.0,2,47000.0,2,137,10,True,13,14,6,1,0,1,1,1083,363,2.64,1,0,1,1,1,1
274908319,2,10847,51.9,2,49900.0,2,25,5,True,6,9,6,1,0,0,1,1083,363,2.7,2,2,1,1,1,0
274876885,1,3553,45.0,2,50000.0,1,39,10,True,6,17,6,2,0,0,1,1083,363,2.64,1,0,1,1,1,1
274767966,1,5506,39.4,2,50000.0,2,225,15,True,5,14,6,0,1,1,1,1083,363,2.9,2,2,1,1,0,0
274908357,1,5506,19.9,3,50000.0,2,225,17,True,11,15,5,0,0,1,1,1083,363,2.6,2,2,0,0,0,0
274908356,1,5506,19.0,3,50000.0,2,225,15,True,11,14,6,0,0,1,1,1083,363,2.6,1,2,0,0,0,0
274937183,2,11041,42.0,3,50000.0,2,32,10,True,3,8,3,1,3,2,0,1083,363,2.98,1,0,1,1,1,1
274815900,1,5508,34.1,3,52600.0,2,225,14,True,1,9,6,0,0,0,1,1043,363,3.92,2,2,0,0,0,0
274767968,1,5506,42.0,3,52600.0,2,225,15,True,5,14,6,1,0,0,0,1083,363,2.7,2,2,1,1,1,0
274723895,1,5509,44.0,3,55000.0,2,225,15,True,13,14,6,0,0,1,1,1043,363,2.7,2,2,1,1,1,0
274964439,2,4334,45.0,3,55000.0,2,72,9,True,4,14,0,1,0,1,0,1083,363,2.64,1,0,1,1,1,1
274094388,1,5423,37.4,3,55000.0,3,32,20,True,4,11,4,0,1,1,0,57,363,3.0,2,2,1,1,0,0
274723859,2,967,41.4,2,57700.0,2,32,18,True,8,17,5,0,0,1,0,57,363,2.86,1,2,1,1,1,0
274908365,1,4338,32.8,2,57000.0,2,137,5,True,8,9,6,0,0,1,3,1083,363,2.4,1,2,1,1,1,1
274908358,1,5512,39.0,3,59700.0,2,225,15,True,14,14,6,1,0,1,0,1043,363,2.5,2,2,0,0,0,0
274767960,1,5506,42.0,2,60000.0,2,225,18,True,10,14,6,1,1,1,1,1083,363,2.65,0,2,1,1,1,0
274953577,2,5512,40.0,3,60000.0,2,68,19,True,7,15,9,1,1,1,1,1042,363,2.98,3,1,1,1,1,1
274862039,3,5509,94.0,2,80000.0,2,225,20,True,9,14,5,1,0,1,0,1043,363,2.5,2,2,1,1,1,0
274815902,2,5506,47.8,3,80000.0,2,225,15,True,5,17,6,1,0,0,0,1083,363,2.6,2,2,1,1,0,0
274188062,2,5425,75.0,2,85000.0,1,32,6,True,19,21,9,0,0,1,0,67,363,2.98,2,2,1,1,1,1
274815863,2,5511,60.6,3,88300.0,2,225,15,True,4,12,6,1,0,1,0,1043,363,2.7,2,2,1,1,1,0
274723866,2,3121,56.1,3,95000.0,1,32,8,True,16,23,6,1,0,1,0,68,363,2.8,2,2,1,1,1,1
274742046,1,4094,40.0,5,110000.0,1,68,8,True,36,47,5,0,1,1,3,886,363,2.98,1,1,1,1,1,1
274720244,2,3552,62.0,5,110000.0,2,6,8,True,12,15,5,2,0,1,3,0,363,3.0,2,2,1,1,1,1
273673414,3,6245,80.0,3,140000.0,2,39,15,True,13,17,6,2,3,1,0,1083,363,2.74,1,0,1,1,1,1
274828384,3,7049,87.0,5,170000.0,1,32,9,True,10,20,5,2,0,1,0,134,363,2.98,2,2,1,1,1,1
262780448,1,5661,18.0,2,58000.0,1,6,3,True,8,11,5,0,2,0,0,215,363,2.98,3,2,1,0,1,1
182831178,2,9993,39.0,3,46000.0,3,39,14,True,7,9,0,1,3,1,0,1083,363,2.64,3,0,1,1,0,1
274476816,2,7277,64.5,5,75000.0,2,6,4,True,14,15,9,1,0,1,0,61,363,2.8,2,2,1,1,1,0
274453081,2,710,43.0,3,35000.0,3,14,6,False,5,9,6,1,3,2,0,1083,363,2.98,1,0,1,1,1,1
274212163,1,11470,37.0,3,40000.0,3,275,6,True,11,12,0,1,0,1,1,1083,363,2.64,1,0,1,1,1,0
274703646,2,8950,52.0,2,55000.0,2,275,14,True,2,14,3,2,2,1,1,1083,363,2.7,2,0,1,1,1,1
268816434,2,7277,80.0,5,80000.0,2,6,4,True,14,15,4,2,3,0,0,61,363,3.0,2,2,1,1,1,0
274005943,2,4195,95.0,5,110000.0,4,137,10,True,3,14,4,2,0,1,1,1083,212,3.2,2,2,1,0,1,0
274582515,2,9920,48.0,2,43000.0,3,25,19,True,8,9,6,2,3,0,0,1083,363,2.64,1,0,1,1,1,1
274971492,1,2272,38.0,3,32000.0,3,140,4,True,5,9,5,2,3,1,0,1083,363,2.98,1,0,1,0,1,0
274582169,2,52,44.5,3,38000.0,3,219,5,False,2,5,3,1,3,1,1,1083,363,2.98,3,2,1,1,0,0
274996303,1,7050,36.0,3,45000.0,2,32,4,True,11,14,6,2,0,1,0,1083,363,2.64,1,0,1,1,1,1
274640598,2,2157,45.0,2,49000.0,3,228,8,True,7,9,6,1,0,0,0,1083,363,2.64,1,0,1,1,1,1
274811962,2,10169,52.0,3,53000.0,4,14,6,True,11,17,6,2,0,0,0,1083,363,2.98,2,2,1,0,1,0
